rank,uid,username,type
1,499032978,Porco-www,提督
2,2021236,谷清谪仙,提督
3,681496,沙粒之辰光,提督
4,530596,IllIIllIlIlllIIl,提督
5,3546589241019107,米汀家的月饼晴朗,提督
6,27727,壊れた幻想,提督
7,26531557,安娜斯塔斯娅,提督
8,33673954,serika-onoe_,提督
9,21941693,佐布,提督
10,3501990,-茶树米-,提督
11,628323,玲_奈,舰长
12,66621878,靈音はなこ,舰长
13,18138827,vvannie,舰长
14,6580838,兰卡从小就是黑汀生,舰长
15,122119323,魔兽小不点,舰长
16,13475303,米汀的小笼包,舰长
17,12422769,Beartooth90,舰长
18,202329,若雪,舰长
19,241942616,ワルター,舰长
20,6830657,-月见小亦-,舰长
21,3494351019707331,麺包パン,舰长
22,1690861,莉泽萝忒KreuzLampe,舰长
23,6606769,Akananae,舰长
24,628996143,冥王星网友不在线,舰长
25,81210807,一缕清风随风逝,舰长
26,171791040,-エクシア-,舰长
27,17558893,十文字-疾风,舰长
28,3072586,满杯香柚,舰长
29,5795051,工具人leyo,舰长
30,19483208,Eternalの零,舰长
31,237845732,gigigigibeibei,舰长
32,12501775,コンプランド,舰长
33,7071896,Modred_X,舰长
34,3546588643330241,米汀家的刻刻帝,舰长
35,3546588328757848,--sakula--,舰长
36,29147008,摸摸摸mona,舰长
37,11283433,業風,舰长
38,15845,春日花抄_,舰长
39,13203122,小狮子的大猫,舰长
40,269508093,夏夜夜酌,舰长
41,4117787,小呜的spe老婆,舰长
42,3145632,奶茶泡澡の卡宾枪-,舰长
43,4484146,纪伯伦_睡眠不足,舰长
44,38028809,青草蛋糕-_-,舰长
45,53491674,旁汀生毕业无期,舰长
46,71537139,黑貓丿,舰长
47,7719771,遊ぼうよ,舰长
48,227618,Vaserkia,舰长
49,436127433,米汀Nagisa家门外的夜灯,舰长
50,3493076572047792,主播大笨蛋,舰长
51,100924004,穿裤衩的小萝卜,舰长
52,9442,冰海风雨,舰长
53,28588187,夏色正道,舰长
54,487741335,时雨遥425342,舰长
55,2234700,对称破缺喵,舰长
56,408293786,朱顔辞鏡花辞澍,舰长
57,2097870821,白天LightSky,舰长
58,29299015,黯影シャドウ,舰长
59,372661,宍戸若葉,舰长
60,18736993,不关米米的事哟,舰长
61,20755725,夏卓风,舰长
62,7180032,无为無為,舰长
63,5335166,耶和离,舰长
64,359172675,章鱼特工,舰长
65,1748177,TicALhVfCrdModZr,舰长
66,1437606,元妙归尘,舰长
67,146637883,出逃星星抱枕,舰长
68,882255,叫我丶呵呵,舰长
69,269434823,海星松鼠非常好吃,舰长
70,3493112341072661,子江心,舰长
71,8378757,嘴香精灵北极熊,舰长
72,5933816,是蔡叔叔呀,舰长
73,182148534,-梣桸-,舰长
74,160898966,晴爱Urara,舰长
75,1878939,破破破破破cd,舰长
76,370409298,幸运米业,舰长
77,5878738,魔法少女厄加特o,舰长
78,11795901,Heibtrocknung,舰长
79,14860339,超高校級貓耳响,舰长
80,678806781,墨笔白图,舰长
81,1698435,吕同学_リッキー,舰长
82,175265,雨宮夕歌,舰长
83,482663558,淬羽xl,舰长
84,1977481159,落烨了吗,舰长
85,2971220,ユメうつつ,舰长
86,2145711117,云意俱迟,舰长
87,11074373,auviuo,舰长
88,168221583,还是叫我大瑞吧,舰长
89,696713,Rikkuo_,舰长
90,2599251,Devi_Lito,舰长
91,14719304,违规昵称_0be,舰长
92,25593802,同调群单推人,舰长
93,242072164,危在旦夕c,舰长
94,253468031,剁椒鲨鱼头_,舰长
95,7037193,bluepudding,舰长
96,4578292,出包西殴栗,舰长
97,45649674,Leon希希,舰长
98,10478200,时逝丶云烟散,舰长
99,20751559,是臻臻啊-,舰长
100,681653,闪光罗伊,舰长
101,309523,MrbigJ,舰长
102,434915,星月凛,舰长
103,172805618,佛罗伦萨的海洋,舰长
104,12403805,_Yula_,舰长
105,12532750,薛定谔の波斯猫,舰长
106,7405415,夜の_,舰长
107,53699221,K1llerNEko-,舰长
108,484970836,超大杯芒果汁,舰长
109,383084364,Leibn1z_,舰长
110,1392897,小小de悲剧,舰长
111,13301973,空调房里裹棉被,舰长
112,102717608,cmcnmua,舰长
113,429731,gofei,舰长
114,87618298,步信崇明,舰长
115,85590833,无理数mio,舰长
116,520806,真绯瑠的大薯,舰长
117,11188246,とある可愛の伊莎贝拉,舰长
118,251054796,4ヌ_卑取りデ,舰长
119,2024205879,米汀家的kario,舰长
120,137380440,无话可嗦OvO,舰长
121,399431,mio-j,舰长
122,20877518,河蟹君血型O,舰长
123,506331,幻与樱,舰长
124,16334440,zha77,舰长
125,174225,饼力工儿,舰长
126,3546599416400471,aizaki-momo_,舰长
127,556570,Shiro_Yaya,舰长
128,14153130,黄桃罐头冰,舰长
129,22642353,夜雪想喝芝士抹茶,舰长
130,17208431,KyonoNatsumi,舰长
131,1822051067,小莓朵朵,舰长
132,17433882,流星追月233,舰长
133,9003458,米神singsforever,舰长
134,2321336,Code_Time,舰长
