rank,uid,username,type
1,66621878,靈音はなこ,提督
2,3546589241019107,米汀家的月饼晴朗,提督
3,26531557,安娜斯塔斯娅,提督
4,18736993,不关米米的事哟,提督
5,202329,若雪,提督
6,530596,米汀nagisa的猴,提督
7,3546588643330241,米汀家的刻刻帝,提督
8,81210807,一缕清风随风逝,提督
9,6969680,周新宇,提督
10,22034944,一吃就月半,提督
11,18138827,vvannie,舰长
12,4563491,代步车01,舰长
13,3546623420402419,薰_薰_纸nya,舰长
14,6606769,Akananae,舰长
15,499032978,Porco-www,舰长
16,7180032,无为無為,舰长
17,10788384,soulのtouch,舰长
18,628996143,オフライン,舰长
19,6830657,-月见小亦-,舰长
20,6580838,兰卡从小就是黑汀生,舰长
21,12422769,Beartooth90,舰长
22,13475303,米汀的小笼包,舰长
23,3072586,满怀香袖,舰长
24,14153130,黄桃罐头冰,舰长
25,122119323,魔兽小不点,舰长
26,3501990,-小良与兔-,舰长
27,182148534,-梣桸-,舰长
28,11795901,过阳面,舰长
29,15845,春日花抄_,舰长
30,2234700,对称破缺喵,舰长
31,3493084472019038,薄荷糖好辣啊,舰长
32,241942616,ワルター,舰长
33,2971220,ユメうつつ,舰长
34,17558893,十文字-疾风,舰长
35,1977481159,落烨了吗,舰长
36,85590833,无理数mio,舰长
37,882255,叫我丶呵呵,舰长
38,1878939,破破破破破cd,舰长
39,269508093,夏夜夜酌,舰长
40,5667363,关心坐骨神经疼,舰长
41,2097870821,白天LightSky,舰长
42,3494368814041805,傀诺equinox,舰长
43,11283433,業風,舰长
44,171791040,-エクシア-,舰长
45,11074373,auviuo,舰长
46,482663558,淬羽xl,舰长
47,7405415,夜の_,舰长
48,13135276,顾萌Komoe,舰长
49,71537139,゙黑貓,舰长
50,25593802,同调群单推人,舰长
51,1845506,卡恰_Katya,舰长
52,3546555298613258,折纸舟,舰长
53,494678,Pandatorパンダト,舰长
54,87618298,步信崇明,舰长
55,1979338810,LionPoii,舰长
56,137380440,无话可嗦OvO,舰长
57,1301867328,l三余l,舰长
58,20877518,河蟹君血型O,舰长
59,35520443,不二楠,舰长
60,14719304,啤酒花不会相位转移,舰长
61,1698435,吕同学_リッキー,舰长
62,7037193,bluepudding,舰长
63,2576190,黑天DarkSky,舰长
64,14860339,超高校級貓耳响,舰长
65,20755725,夏卓风,舰长
66,8378757,嘴香精灵北极熊,舰长
67,681653,闪光罗伊,舰长
68,415469534,BroccoIi-,舰长
69,7030171,丶时光机,舰长
70,9127166,Kokoa9,舰长
71,3493120266209851,喵呜嗷呜叽里咕噜哒哒,舰长
72,9442,冰海风雨,舰长
73,13301973,空调房里裹棉被,舰长
74,556570,Shiro_Yaya,舰长
75,5960988,辞达理举与接话如沐,舰长
76,3493112341072661,子江心,舰长
77,475770372,逸雨sakana,舰长
78,12532750,薛定谔の波斯猫,舰长
79,10093973,某_君,舰长
80,506331,幻与樱,舰长
81,7861204,PSI-CMD,舰长
82,1477811,穗状星序,舰长
83,1961645,名字真难取饿,舰长
84,12211712,鲁伯特之泪68,舰长
85,351192397,20644862174_bili,舰长
86,13118657,dv341,舰长
87,366450460,自然立法者,舰长
88,3537121268730123,Prescr1ption,舰长
89,940915,Polar Bears,舰长
90,3493293568559399,幽苑喵呜,舰长
91,925,911,舰长
92,46787099,KASAN_12,舰长
93,1488162122,Aleksib家的米垃圾,舰长
94,1760794230,弥弥御用钢矛护理师,舰长
95,25740626,idkana,舰长
96,10478200,时逝丶云烟散,舰长
97,224656237,童话避难所,舰长
98,6490851,疾星走,舰长
99,297581,新田珠希,舰长
100,536365,鸢尾百合,舰长
101,21951023,Lysein,舰长
102,287809472,艦こわのcollection,舰长
103,266375,咕咕-咕咕咕咕咕-咕,舰长
104,1528592785,御赐小银烛凉枣枣,舰长
105,35610072,寒星Coldstar_QAQ,舰长
106,11554146,伴舞者纠结,舰长
107,16219534,卫宫家的英灵殿,舰长
108,3546781168176020,_若似月轮终皎洁,舰长
109,3546685418506716,タイムフライヤー_,舰长
110,1003709843,ういさん,舰长
111,642499149,-烤毛怪-,舰长
112,14117226,翎翙_黑鸟版,舰长
113,3311160,天妇罗美姬,舰长
114,3546602375482057,颜枫_,舰长
115,69917123,辛诺u1ko,舰长
116,1394176412,反二的脆脆鲨,舰长
117,25241827,方头仔-,舰长
118,107200480,星空下的永恒誓言,舰长
119,590203368,奥利奥奶昔丶,舰长
120,30933370,影萝YLo,舰长
121,287269033,绮怀诗,舰长
122,1724914,伊夏Yita,舰长
123,1565147,orion_0v0,舰长
124,3546707654609737,雪桜Yukiro,舰长
125,335438717,一只安静的ドm,舰长
126,3409264,哇叉兔濑,舰长
127,159019,九重雪会,舰长
